ID,Subestación de Poder,Alimentador,Zona Mantenimiento,SED,Nombre,Kva Etdtrafo,Clientes,Netbilling,Electrodependientes,Ordenes SAP,Avisos SAP,Solicitudes Daño Individual,Solicitudes SEC SERNAC,Solicitudes DOM,Presentaciones,Interrupciones BT
239,San Rafael,El Almendral,Los Andes,40778,Av. J. Montero Pasaje 9,150.00 kVA,277,,,,,30,,7,4,5
240,Miraflores,Villa Dulce,Marga Marga,20322,El Olivar 14,150.00 kVA,302,,,,,74,,18,2,1
241,Las Vegas,Llay Llay,Los Andes,40866,Viviendas Basicas Canal,150.00 kVA,243,,,,,23,,6,1,1
242,Quilpué,Belloto,Marga Marga,20564,J.Kennedy Grte.Telles,75.00 kVA,157,2,1,,,314,,28,22,16
243,La Calera,Artificio,Quillota,30162,Asto La Peña,75.00 kVA,110,,,,,57,,6,,4
244,La Calera,Calera,Quillota,30167,J J Nuñez Condor,150.00 kVA,288,,1,,,21,,10,2,2
245,San Rafael,Chacabuco,Los Andes,40842,Patagual_Espinoza,100.00 kVA,76,,1,1,,7,,3,,4
246,San Antonio,San Antonio,San Antonio,50802,SED BIENVENIDA SAN JOSE,45.00 kVA,56,,,,,22,,6,,16
247,El Melón,Pataguas,Quillota,31264,Conj Hab Chile Barrios El Melon Nogales,150.00 kVA,151,,,,,15,,4,,3
248,Quilpué,El Sol,Marga Marga,20570,Atacama Vallenar,100.00 kVA,210,,,,,184,,15,14,15
249,La Calera,Calera,Quillota,30223,Asto Frei A,100.00 kVA,129,1,,1,1,26,,7,1,2
250,Quintero,Loncura,Costa,21287,SED Cno Interior Bombas Horcon,150.00 kVA,94,,,,,61,,18,5,
251,San Pedro,Lliu Lliu,Quillota,30287,Bueras El Quilo,150.00 kVA,325,,1,,,25,,15,1,
252,Placeres,Agua Santa,valparaiso,10163,Progreso Dos,150.00 kVA,198,,,,,92,,23,62,6
253,San Rafael,San Vicente,Los Andes,40596,Pobl. Edificio Bellavista,300.00 kVA,359,,,,,64,,11,1,3
254,Miraflores,Salinas,Costa,20063,El Maqui El Maiten,150.00 kVA,287,,,1,,190,,6,1,25
255,Panquehue,Panquehue,Los Andes,42192,Loteo El Almendro Panquehue,75.00 kVA,107,,,,,17,,2,1,1
256,Quilpué,Marga Marga,Marga Marga,20334,Central V,150.00 kVA,336,,,,,116,,19,8,6
257,La Calera,Calera,Quillota,30183,Zenteno Prat,300.00 kVA,260,,,,,28,,18,,1
258,Catemu,Catemu,Los Andes,43192,D. Portales_M. Rodriguez,100.00 kVA,110,,,,,17,,7,,2
259,San Rafael,Los Andes,Los Andes,40140,Calle Larga_Cancio Díaz,100.00 kVA,140,1,,,,34,,3,,3
260,Mayaca,Boco,Quillota,30078,Bajio Yungay,150.00 kVA,314,,,,,30,,17,2,4
261,Quintero,Loncura,Costa,21171,Pescadores Principal,300.00 kVA,228,,,,,5,,4,2,1
262,Playa Ancha,Tomás Ramos,valparaiso,10204,San Francisco,300.00 kVA,429,,1,2,2,256,1,38,7,7
263,San Rafael,El Almendral,Los Andes,40666,Av. Dos_El Señorial,150.00 kVA,168,,,1,,57,,12,10,6
264,Miraflores,Achupallas,Costa,20616,Villa Hermosa Las Torres,150.00 kVA,226,,1,2,1,133,,29,6,12
265,San Felipe,Putaendo,Los Andes,40295,Comercio Putaendo,150.00 kVA,196,,1,,,27,,9,,
266,Mayaca,Boco,Quillota,30081,Concepcion Aconcagua Sur,300.00 kVA,318,,1,1,1,38,,25,2,1
267,Las Vegas,Llay Llay,Los Andes,40390,Ohiggins Gonzalez,150.00 kVA,143,,,,,19,,15,1,
268,Mayaca,Boco,Quillota,30089,21 de Mayo S Alamos,300.00 kVA,299,1,2,1,1,35,,16,6,2
269,San Pedro,Lliu Lliu,Quillota,30282,A Bello Republica,300.00 kVA,304,1,1,,,21,,11,3,
270,Miraflores,Achupallas,Costa,21594,Villa La Pradera,100.00 kVA,119,,,,,39,,26,,4
271,Playa Ancha,Tomás Ramos,valparaiso,10064,Castillo Ramon Angel Jara,300.00 kVA,472,,,,,167,,31,2,10
272,La Calera,La Cruz,Quillota,30120,Bolonia Troncal,75.00 kVA,157,,,,1,19,,7,,3
273,Quintero,Quintero,Costa,21284,Riquelme E. Lillo,75.00 kVA,145,,1,,,30,,16,3,3
274,San Antonio,Aguas Buenas,San Antonio,50154,SED Ortuzar Chorrillos,150.00 kVA,205,,1,3,1,39,,21,2,6
275,San Felipe,Putaendo,Los Andes,40284,Tabolango_Rinconada de Silva,75.00 kVA,108,,,,,7,,2,4,2
276,Quilpué,Paso Hondo,Marga Marga,20416,Lautaro Dr.Salas,150.00 kVA,314,1,,,,165,,31,7,3
277,La Calera,Calera,Quillota,30803,Pachacamita 3,75.00 kVA,137,,1,,,30,,11,1,
278,Playa Ancha,Tomás Ramos,valparaiso,10058,SED Chaparro Egaña,200.00 kVA,357,,1,,,168,,41,4,12
279,San Antonio,San Juan,San Antonio,50435,Anilo Norte calle 3,300.00 kVA,211,,,,,17,,8,1,
280,San Pedro,Said,Quillota,31039,El Sendero 7,150.00 kVA,276,,,,,60,,18,6,2
281,San Felipe,Tocornal,Los Andes,40437,Los Aromos Latorre,75.00 kVA,170,,,,,10,,7,1,
282,Mayaca,Boco,Quillota,30042,Sargento Aldea Ariztía,75.00 kVA,145,,1,,,22,,15,1,
283,San Sebastián,Cartagena,San Antonio,50069,SED PLAYA GRANDE,300.00 kVA,104,,,3,3,40,,10,2,4
284,Placeres,Barón,valparaiso,10251,Zenteno Hermanos Clark,300.00 kVA,476,,,,,198,,26,8,7
285,El Melón,Pataguas,Quillota,30375,Los Aromos Jacaranda,75.00 kVA,126,,,,,12,,6,2,2
286,Quintero,Quintero,Costa,21204,Cajacay Pomabamba,150.00 kVA,146,,,,,32,,11,2,5
287,Quilpué,Marga Marga,Marga Marga,20557,Poblacion Troncos Viejos,150.00 kVA,369,,2,1,,99,,21,6,4
288,Quintero,Loncura,Costa,23646,SED PEDRO AGUIRRE CERDA,100.00 kVA,125,,,,,34,,17,1,
289,San Pedro,Said,Quillota,31137,Población Leonardo da Vinci,150.00 kVA,338,,,,,89,,18,1,3
290,San Rafael,San Esteban,Los Andes,40066,La Union Viviendas Sociales,45.00 kVA,96,,,,,37,,4,4,3
291,Quilpué,El Sol,Marga Marga,20560,A.Bello V.Mackenna,500.00 kVA,318,,,,,247,,47,1,1
292,Reñaca,Alejandro Navarrete,Costa,20114,Libertad,150.00 kVA,235,,,,,57,,10,,6
293,San Rafael,Centenario,Los Andes,40121,Chile Venezuela,150.00 kVA,190,1,,,,35,,15,4,5
294,San Felipe,Putaendo,Los Andes,40276,Plaza Putaendo,75.00 kVA,129,,,,,22,,5,1,2
295,San Rafael,Los Andes,Los Andes,40134,Sarmiento Elias Foncea,150.00 kVA,173,,,,,18,,7,1,
296,San Felipe,San Felipe,Los Andes,40460,Pobl. Sta. Brigida,150.00 kVA,329,,,,,42,,19,1,1
297,Quintero,Quintero,Costa,23874,Huailas Miramar,150.00 kVA,120,,,,,41,,24,,4
298,San Pedro,Olmué,Quillota,30475,Callejon Morales,45.00 kVA,83,,,,,81,,5,6,14
299,La Calera,La Cruz,Quillota,31170,Loteo Villa Victoria,150.00 kVA,227,,,1,1,44,,5,7,1
300,San Rafael,Los Andes,Los Andes,40136,Tranque Seco,75.00 kVA,154,,,,,14,,6,2,
301,Mayaca,Pocochay,Quillota,30773,Sta Cruz Puertecito,150.00 kVA,239,,,,,15,,8,1,
302,Quintero,Loncura,Costa,22513,Arturo Prat La Chocota,150.00 kVA,101,,,,,27,,17,3,
303,La Calera,Hijuelas,Quillota,30390,Pob San Fernan,150.00 kVA,142,,,,,21,,12,,
304,San Antonio,Llolleo,San Antonio,50491,Los Extremos Jason,150.00 kVA,336,,,,,21,,14,1,3
305,San Pedro,Olmué,Quillota,30316,M Osorio G Mistral,150.00 kVA,167,,,,,70,,13,5,2
306,San Pedro,Said,Quillota,30766,Conj Habit El Sendero,300.00 kVA,340,,1,,,55,,17,4,1
307,San Sebastián,Cartagena,San Antonio,50073,Playa Chica,500.00 kVA,113,,,,,19,,5,,6
308,Quintero,Loncura,Costa,21161,SED Los Castanos Pasaje 3,75.00 kVA,79,,,,,77,,7,2,6
309,San Antonio,San Antonio,San Antonio,50161,GREGORIO MIRA BLANCO ENCALADA,300.00 kVA,306,,,,,34,,18,,3
310,Bosquemar,Lilenes,Costa,20058,El Prado Santa Maria,150.00 kVA,192,,,,,83,,13,7,2
311,Bosquemar,Manatiales,Costa,20206,Villa Concon,150.00 kVA,204,,,,,84,,17,1,4
312,Valparaíso,Uruguay,valparaiso,10066,Demostenes Los Alerces,300.00 kVA,370,,3,1,1,158,,34,14,5
313,San Antonio,Llolleo,San Antonio,50317,Carrera Cristobal Colon,150.00 kVA,284,,,,,101,,8,,7
314,San Rafael,Centenario,Los Andes,40017,La Caldera,75.00 kVA,107,,,,,28,,8,,2
315,San Antonio,Pesqueras,San Antonio,50128,Villa Puerto Nuevo 2,45.00 kVA,98,,,,,54,,18,1,2
316,San Antonio,Barrancas,San Antonio,50214,11 Sur Ignacio Cerda,150.00 kVA,182,,,,,15,,9,1,1
317,San Rafael,Centenario,Los Andes,42846,Ignacio Carrera Pinto_Cruz Martinez,150.00 kVA,191,1,,1,,30,,14,5,4
318,San Sebastián,Cartagena,San Antonio,50965,CAUPOLICAN LO SILVA,75.00 kVA,181,,,,,14,,9,1,1
319,San Rafael,San Vicente,Los Andes,40118,OHiggins_Santa Rosa,300.00 kVA,106,,,,,16,,6,1,2
320,Las Vegas,Llay Llay,Los Andes,40380,Esperanza Escuela,75.00 kVA,96,,,2,2,34,,8,,5
321,Quilpué,Belloto,Marga Marga,20422,Las Elenas Marisol,300.00 kVA,273,,,1,,133,,23,5,8
322,San Felipe,San Felipe,Los Andes,40750,Circunv. Norte Marcela Paz,150.00 kVA,267,,,,,45,,16,,4
323,San Antonio,San Juan,San Antonio,50433,Anillo Norte Pasaje 16,300.00 kVA,102,1,,,,34,,13,3,
324,San Felipe,Putaendo,Los Andes,42768,La Ermita_El Carmen,45.00 kVA,105,15,,,,29,,9,,2
325,Miraflores,Viña del Mar Alto,Costa,20166,Puerto Aysen,300.00 kVA,249,,,,,71,,29,1,17
326,San Antonio,Llolleo,San Antonio,50330,Torcazas Las Loicas,75.00 kVA,138,,,1,,18,,12,,2
327,San Rafael,Centenario,Los Andes,42728,Pob. El Horizonte_Marcela Paz,100.00 kVA,112,,1,,,12,,8,1,1
328,Quintero,Quintero,Costa,20292,Cajacay Yungay,150.00 kVA,134,,,,,42,,21,,3
329,San Antonio,Barrancas,San Antonio,50359,Sirenas Sur,75.00 kVA,76,,,,,71,,14,1,3
330,San Pedro,Limache,Quillota,30257,Dolores Condell,150.00 kVA,163,,,1,1,40,,8,1,6
331,Las Vegas,Llay Llay,Los Andes,40975,I_Carrera_Latorre,75.00 kVA,119,,,,,23,,7,1,3
332,San Antonio,San Antonio,San Antonio,50800,SED RUIZ TAGLE SAN JOSE,45.00 kVA,68,,,1,1,24,,11,5,5
333,Quintero,Quintero,Costa,21443,Aranguiz Baquedano,100.00 kVA,114,,1,,,37,,19,2,4
334,San Antonio,Aguas Buenas,San Antonio,51103,Blanco del Centenario,75.00 kVA,98,,,,,195,,16,5,18
335,Mayaca,Pocochay,Quillota,31143,Caracoles Tarapaca,300.00 kVA,222,1,1,,,20,,10,,
336,La Calera,La Palmilla,Quillota,30064,Pocochay P A Cerda,75.00 kVA,79,1,,,,35,,14,1,4
337,Miraflores,Villa Dulce,Marga Marga,20214,Villa Dulce 1,150.00 kVA,171,,,,,61,,12,1,7
338,Peñablanca,El Rincón,Marga Marga,20508,OHiggins Cervantes,150.00 kVA,266,,2,,,97,,16,1,9
339,La Calera,La Cruz,Quillota,31473,Bolonia Calle Seis,150.00 kVA,105,1,,1,1,21,,7,1,4
340,San Felipe,Putaendo,Los Andes,40637,Sarmiento_Camus,150.00 kVA,109,,,,,33,,7,2,1
341,San Felipe,Putaendo,Los Andes,40288,La Quillotana,75.00 kVA,89,1,,,,27,,6,1,3
342,San Rafael,Los Andes,Los Andes,42209,Población La Capilla,75.00 kVA,127,,,,,18,,9,1,
343,Mayaca,Boco,Quillota,30091,12 de Febrero Riquelme,150.00 kVA,300,,2,,,23,,12,7,1
344,Quintero,Loncura,Costa,23156,SED Villa Monaco,75.00 kVA,78,,,,,29,,10,1,5
345,San Rafael,San Vicente,Los Andes,40106,Rodriguez Lagarrigue,300.00 kVA,201,2,,,,41,,7,5,5
346,Las Vegas,Santa Teresa,Los Andes,40387,Schneider G. Mistral,45.00 kVA,69,,,1,,64,,5,2,7
347,Catemu,Catemu,Los Andes,40364,Villa Catemu,150.00 kVA,98,,,,,12,,9,,1
348,San Felipe,Putaendo,Los Andes,40282,Las Coimas,45.00 kVA,82,1,,,,14,,6,,4
349,San Antonio,San Antonio,San Antonio,50846,Ruben Garcia Bruselas,75.00 kVA,147,,1,,,25,,7,4,12
350,San Rafael,El Almendral,Los Andes,40248,Doña Mitty,300.00 kVA,290,,,,,46,,16,1,2
351,Catemu,Catemu,Los Andes,40365,Pobl. Garcia Huidobro,75.00 kVA,115,,,,,8,,2,1,2
352,San Antonio,Barrancas,San Antonio,50229,Copihue Litoral,150.00 kVA,81,,,,,40,,5,1,5
353,Quintero,Loncura,Costa,20254,SED El Peral Chocota,100.00 kVA,102,,,1,,22,,13,2,1
354,San Antonio,Llolleo,San Antonio,50322,SED PARINACOTA CALLE 2,150.00 kVA,263,,2,,,55,,15,2,3
355,Panquehue,Panquehue,Los Andes,40352,San Roque_El Mirador,75.00 kVA,54,,,1,,20,,8,,1
356,San Felipe,Putaendo,Los Andes,40270,Ortíz_Bruna,45.00 kVA,72,,,,,33,,8,,4
357,Quintero,Maitenes,Costa,22582,Condell Calle 10,150.00 kVA,120,,,,,34,,17,1,4
358,Catemu,Catemu,Los Andes,40946,CANAL - O'HIGGINS,75.00 kVA,71,,,1,1,18,,7,,3
359,Mayaca,Pocochay,Quillota,31716,Av. Sta Cruz Cond Florencia,300.00 kVA,295,,1,,,9,,4,,1
360,La Calera,La Cruz,Quillota,30152,Blanco Baquedano,150.00 kVA,226,,,,,35,,9,2,2
361,San Antonio,Barrancas,San Antonio,50249,Las Lilas Griselda,75.00 kVA,92,,,,,26,,11,1,2
362,San Pedro,Olmué,Quillota,30585,Sta Regina Los Alamos,100.00 kVA,74,,,,,27,,7,3,4
363,San Felipe,Putaendo,Los Andes,40373,Santa Margarita_El Asiento,75.00 kVA,89,,,,,37,,6,2,2
364,Quintero,Maitenes,Costa,20266,Manquehue El Roble,100.00 kVA,147,,,3,1,20,,7,3,4
365,San Sebastián,Cartagena,San Antonio,51124,M RODRIGUEZ PJE TIL TIL,75.00 kVA,132,,,,,21,,14,,1
366,Mayaca,Prat,Quillota,31096,Villa Hno Bonifacio Martinez,150.00 kVA,256,,1,,,73,,12,1,6
367,San Rafael,Centenario,Los Andes,40081,Villa La Gloria 2,150.00 kVA,202,,1,,,44,,11,5,3
368,San Antonio,Barrancas,San Antonio,50226,Arrayan El Paico,300.00 kVA,224,,,,,108,,20,3,2
369,Placeres,Barón,valparaiso,10202,Rodelillo Bellamar,150.00 kVA,370,,2,,,125,,37,9,4
370,San Antonio,Llolleo,San Antonio,50329,Ignacio Molina Cristo Rey,150.00 kVA,247,,,,,52,,11,,6
371,San Felipe,Putaendo,Los Andes,40441,Villorrio 21 de Mayo,75.00 kVA,100,,,,,27,,8,,2
372,Las Vegas,Santa Teresa,Los Andes,40385,Rodriguez las Palmas 1,150.00 kVA,176,,,,,13,,8,,1
373,San Felipe,San Felipe,Los Andes,40254,Uno Norte Portus,150.00 kVA,213,,,,,43,,21,5,
374,Miraflores,Salinas,Costa,20009,Achupallas  9,150.00 kVA,256,,,,,106,,30,11,6
375,San Antonio,San Juan,San Antonio,51082,LOS CIPRECES 2,75.00 kVA,113,,,,,19,,4,1,3
376,San Pedro,Limache,Quillota,30262,P de Valdivia Baquedano,150.00 kVA,226,,1,,,33,,18,,
377,Quintero,Loncura,Costa,22564,Aldunate La Laguna,75.00 kVA,101,,1,,,22,,13,,2
378,Mayaca,Pocochay,Quillota,30101,21 de Mayo E Ramirez,75.00 kVA,103,,,1,1,19,,11,1,2
379,Bosquemar,Lilenes,Costa,20706,Villa Aconcagua 1,150.00 kVA,196,,,,,74,,15,3,2
380,La Calera,La Cruz,Quillota,30866,Av Victoria Pje 11,150.00 kVA,185,,,,,29,,5,1,5
381,Quintero,Maitenes,Costa,22580,Condell Calle 1,150.00 kVA,159,,1,,,38,,13,,3
382,Bosquemar,Lilenes,Costa,20096,Higuerillas 2,150.00 kVA,146,,,,,19,,7,1,9
383,El Melón,Pataguas,Quillota,31064,Pob Sta Isabel El Garreton,150.00 kVA,123,,,,,8,,4,3,1
384,San Rafael,Centenario,Los Andes,40071,El Pimiento,37.50 kVA,73,,,,,28,,8,,3
385,Peñablanca,El Pangal,Quillota,31005,Republica Olmos,75.00 kVA,187,,1,1,1,28,,13,1,2
386,San Pedro,Olmué,Quillota,30304,Eastmann Bulnes,75.00 kVA,135,1,,,,52,,15,1,4
387,Quintero,Quintero,Costa,21330,Orione Gomez Carreño,100.00 kVA,98,,,,,56,,12,1,7
388,Quintero,Maitenes,Costa,20993,SED  Las Brisas Los Claveles,100.00 kVA,60,,,,,30,,4,,9
389,San Rafael,Los Andes,Los Andes,40132,Yerbas Buenas Guayanas,150.00 kVA,203,,,,,55,,9,2,5
390,Bosquemar,Lilenes,Costa,20982,SED Transversal Los Castaños,150.00 kVA,152,,,,,13,,9,2,7
391,Quintero,Maitenes,Costa,20282,Salas Cousiño,100.00 kVA,132,,,,,19,,9,1,1
392,San Rafael,Centenario,Los Andes,42278,Loteo Crucero del Inca,150.00 kVA,111,,,,,19,,9,1,
393,El Melón,Nogales,Quillota,30189,Pob Disputada Las Condes,150.00 kVA,130,,,,,14,,10,1,
394,San Rafael,San Vicente,Los Andes,40005,Membrillar 1,300.00 kVA,201,,1,1,,31,,13,,5
395,Mayaca,Boco,Quillota,30534,Valparaiso Yungay,150.00 kVA,271,,,1,,31,,21,2,1
396,Quintero,Loncura,Costa,20253,Chocota  2,75.00 kVA,153,,,,,25,,12,,
397,San Antonio,Barrancas,San Antonio,50605,Los Naranjos Tomas de Aquino,45.00 kVA,50,,,,,68,,10,2,6
398,Mayaca,Pocochay,Quillota,31791,El Alba Quillota 5,100.00 kVA,188,,,,,1,,1,,3
399,San Sebastián,Cartagena,San Antonio,50072,Chacabuco Santa Cruz,150.00 kVA,79,,1,6,5,16,,9,1,5
400,Quintero,Loncura,Costa,20665,Cau Cau Consulado,100.00 kVA,79,,,,,24,,19,2,
401,San Felipe,Putaendo,Los Andes,40442,Los Pinos El Calvario,45.00 kVA,86,,,1,,24,,6,,3
402,Catemu,Catemu,Los Andes,43264,El Arrayan_Calle Las Encinas,75.00 kVA,102,,,,,18,,8,1,
403,Playa Ancha,Tomás Ramos,valparaiso,10038,Camino Cintura Echaurren,150.00 kVA,391,,2,,,72,,21,11,5
404,San Felipe,San Felipe,Los Andes,42116,Portal de Aconcagua,100.00 kVA,217,,1,,,45,,17,4,1
405,Bosquemar,Lilenes,Costa,23118,Costa de Montemar 2,500.00 kVA,455,,1,,,11,,7,2,
406,La Calera,La Cruz,Quillota,30123,Carrera OHiggins,300.00 kVA,124,,,,1,23,,16,3,3
407,La Calera,Artificio,Quillota,30134,Chuquicamata Arica,160.00 kVA,202,,,2,2,66,,8,1,3
408,San Pedro,Lliu Lliu,Quillota,30213,LAS ROSAS M RODRIGUEZ,300.00 kVA,221,,,,,31,,17,,
409,San Pedro,Olmué,Quillota,31655,Los Perales Los Alamos,75.00 kVA,57,1,,,,52,,15,1,4
410,San Felipe,Putaendo,Los Andes,40368,Del Rio_21 de Mayo,75.00 kVA,106,,,,,26,,6,,2
411,La Calera,La Cruz,Quillota,30151,Blanco Josefina,150.00 kVA,174,,,3,3,44,,16,,2
412,La Calera,Hijuelas,Quillota,30909,M. Rodriguez Madrid,30.00 kVA,69,,,,,20,,3,2,4
413,Peñablanca,Huanhuali,Marga Marga,20461,Orella Carrera,150.00 kVA,222,,,,,77,,48,4,
414,San Rafael,Los Andes,Los Andes,42710,Provisorio Constructora DLW S.A.,75.00 kVA,84,,,,,29,,5,3,1
415,Quilpué,El Sol,Marga Marga,20407,Los Carreras Miraflores,500.00 kVA,326,,1,,,95,,20,3,4
416,Bosquemar,Lilenes,Costa,20684,Villa Concon 2,150.00 kVA,224,,,,,37,,15,2,1
417,Las Vegas,Santa Teresa,Los Andes,40392,Rodriguez Ohiggins,150.00 kVA,97,,,2,2,32,,8,2,2
418,La Calera,La Cruz,Quillota,30602,O Higgins La Granja,75.00 kVA,189,,,1,1,17,,8,,4
419,Panquehue,Panquehue,Los Andes,40423,Cooperativa Lo Campo,75.00 kVA,86,,,,,17,,3,,1
420,Quintero,Loncura,Costa,21431,El Mirador_De Chocota,45.00 kVA,80,,,,,57,,8,1,4
421,San Rafael,Las Juntas,Los Andes,40035,LarrainLos Olivos,150.00 kVA,256,,,,,40,,10,1,3
422,San Felipe,San Felipe,Los Andes,40258,Manso de Velasco,150.00 kVA,219,,,1,1,75,,11,2,4
423,San Rafael,Chacabuco,Los Andes,40188,Cooperativa Rinconada,150.00 kVA,186,,1,,,18,,2,1,
424,Miraflores,Viña del Mar Alto,Costa,20225,Villa Linda Sur 1,150.00 kVA,265,,,,,147,,27,5,8
425,San Sebastián,Cartagena,San Antonio,51334,SED YUNGAY PARCELA 8,75.00 kVA,123,,,,,10,,4,,4
426,Quilpué,Paso Hondo,Marga Marga,20423,Araya Bilbao,150.00 kVA,243,,,,,169,,16,5,8
427,La Calera,Artificio,Quillota,31291,Aconcagua P de Valdivia,75.00 kVA,133,,,,,29,,13,,5
428,San Felipe,Putaendo,Los Andes,42083,Juan Rozas_Los Nogales,75.00 kVA,103,,,,,36,,3,,3
429,San Antonio,Barrancas,San Antonio,50243,Av del Parque Litoral,75.00 kVA,108,,,,,23,,5,,3
430,Bosquemar,Manatiales,Costa,22329,Los Quillayes Av Central,150.00 kVA,172,,,1,,40,,14,1,4
431,Catemu,Catemu,Los Andes,42143,Comite San Carlos Raul Silva Enriquez,75.00 kVA,139,,,,,6,,5,1,
432,San Rafael,Centenario,Los Andes,40015,Pobl. M. Andina El Topon,150.00 kVA,220,,3,,,22,,11,2,3
433,Catemu,Catemu,Los Andes,40363,Asentamiento Cerrillos 2,45.00 kVA,81,,,3,2,20,,3,,3
434,San Rafael,Centenario,Los Andes,40713,Bejares Carvacho,30.00 kVA,38,,,,,31,,6,,8
435,Quintero,Quintero,Costa,22568,San Martin Colon,150.00 kVA,186,,,,,43,,14,,1
436,La Calera,Artificio,Quillota,31016,Conj Hab Vivanco,300.00 kVA,334,,,,,23,,8,,1
437,San Antonio,Barrancas,San Antonio,50228,La Ronda Litoral,75.00 kVA,83,,,2,2,41,,12,,2
438,Quilpué,Quilpué,Marga Marga,20601,P.Lynch Nva.Ramirez,300.00 kVA,239,,2,3,2,57,,13,5,9
439,Quintero,Quintero,Costa,22790,SED Brito Mar Azul,75.00 kVA,90,,,,,45,,20,,5
440,Miraflores,Salinas,Costa,20087,SED Granadilla 3,100.00 kVA,116,,1,,,96,,17,6,4
441,San Felipe,Tocornal,Los Andes,42328,El Canelo_El Copihue,100.00 kVA,99,,,,,5,,2,,3
442,Quintero,Quintero,Costa,22735,SED L. Orione E. Meiggs,150.00 kVA,143,,,,,27,,13,3,1
443,Quintero,Maitenes,Costa,21258,Los Tilos Las Jaivas,75.00 kVA,85,,,,,29,,19,3,4
444,San Antonio,Las Brisas,San Antonio,50269,Las Hornillas N°2,75.00 kVA,149,,,,,29,,10,,
445,Mayaca,Prat,Quillota,30913,Esmeralda OHiggins,300.00 kVA,125,2,,2,2,33,,3,1,3
446,Quilpué,Belloto,Marga Marga,20421,Del Jazmin Ovalle,150.00 kVA,253,1,,3,1,121,,15,4,8
447,San Antonio,San Antonio,San Antonio,50083,Poblacion Bellavista N°3,150.00 kVA,199,,,1,,53,,26,1,1
448,La Calera,Hijuelas,Quillota,30171,Petorquita,75.00 kVA,125,,,,,21,,10,,
449,Las Vegas,Santa Teresa,Los Andes,43310,Asto. Las Mazas_Porvenir 2,45.00 kVA,67,,,,,33,,13,3,2
450,San Pedro,Lliu Lliu,Quillota,30281,Maitenes Alto,75.00 kVA,132,,1,1,1,29,,7,1,6
451,Quintero,Maitenes,Costa,21749,Santa Victoria,150.00 kVA,142,,,,,48,,13,,3
452,San Antonio,San Antonio,San Antonio,50164,Asturias España,150.00 kVA,192,,,,,37,,19,2,3
453,San Felipe,Tocornal,Los Andes,42204,Loteo Padre Pío 3,45.00 kVA,77,,,,,21,,8,,2
454,San Felipe,San Felipe,Los Andes,42017,A. Ahumada_Bolivia,150.00 kVA,183,,,1,1,55,,9,2,6
455,San Rafael,Chacabuco,Los Andes,40184,San Martin Galvez,75.00 kVA,51,,,,,10,,5,,3
456,San Rafael,Chacabuco,Los Andes,42023,Sargento Aldea_Las Rosas,100.00 kVA,119,,,,,15,,4,1,
457,Bosquemar,Lilenes,Costa,21152,Illapel Cañaveral,150.00 kVA,130,,,,,39,,21,,5
458,San Antonio,Aguas Buenas,San Antonio,50155,Caupolican Palmieri,150.00 kVA,179,,,2,2,33,,14,1,6
459,San Antonio,Llolleo,San Antonio,50698,Sauce Alcalde Julio Letelier,75.00 kVA,276,,,1,,35,,7,,5
460,Miraflores,Villa Dulce,Marga Marga,20297,El Olivar 15,150.00 kVA,291,,,,,60,,7,3,1
461,Concón,Expreso RPC,Costa,20937,Campus del Mar Las Dunas,150.00 kVA,79,,,,,86,,11,2,8
462,San Rafael,San Rafael,Los Andes,40156,Los Aromos Las Camelias,75.00 kVA,85,1,,,,27,,4,3,1
463,Quintero,Loncura,Costa,22401,La Playa Aldunate Solar,100.00 kVA,111,,1,,,24,,13,1,
464,Las Vegas,Santa Teresa,Los Andes,42307,El Amanecer 2,150.00 kVA,164,,,,,17,,10,,
465,Peñablanca,El Rincón,Marga Marga,20464,Av.Sexta P.Montt,150.00 kVA,297,,1,,,98,,18,6,3
466,Bosquemar,Lilenes,Costa,20049,Concon Sur,300.00 kVA,177,1,,,,57,,15,1,3
467,San Antonio,Barrancas,San Antonio,50245,SED Gran Av del Mar,150.00 kVA,76,,,,,38,,8,1,3
468,San Antonio,Barrancas,San Antonio,50220,Ercilla  Rodriguez Mura,150.00 kVA,171,,,1,,59,,21,1,4
469,Quilpué,El Sol,Marga Marga,20521,Humbolt Leverrier,150.00 kVA,288,,,2,,85,,18,2,6
470,San Antonio,Aguas Buenas,San Antonio,50189,Las Guaitecas Florencia,150.00 kVA,239,,,1,1,51,,8,7,1
471,Peñablanca,El Pangal,Quillota,30741,Republica D Portales,300.00 kVA,133,,,,,9,,8,6,2
472,Peñablanca,El Pangal,Quillota,30284,El Espino Los Almendros,150.00 kVA,216,,1,,,18,,13,,1
473,San Pedro,Lliu Lliu,Quillota,30352,El Atardecer El Peumo,100.00 kVA,230,,,,,13,,9,3,
474,Valparaíso,TPS,valparaiso,10034,Calvo Jofre La Bruyere,300.00 kVA,528,,,1,1,110,,22,4,3
475,La Calera,La Cruz,Quillota,31258,21 de Mayo Campo Grande,300.00 kVA,241,,,,,9,,4,,1
476,San Rafael,San Esteban,Los Andes,40971,Loteo El Molino,100.00 kVA,82,,,,,22,,6,1,3
477,Placilla,Curauma,valparaiso,10385,Primera Norte Decima,100.00 kVA,90,,,1,,264,,208,1,6
478,Quintero,Maitenes,Costa,21473,Condell Calle Dos,100.00 kVA,137,,,,,31,,18,2,
